Age;Education;Marital_Status;Income;Children;users_day;Costs;AcceptedCmp;Purchase;O
39;Graduation;relationship;45203;2;2794;147;1;7;1
74;PhD;relationship;81574;0;2758;1798;2;17;2
29;Graduation;relationship;34935;0;3069;137;0;7;1
45;Master;Single;60482;1;3218;507;0;16;1
65;Graduation;relationship;34633;3;2853;15;0;3;1
74;Master;relationship;78093;0;2925;1105;0;16;1
71;Graduation;Single;82460;0;3198;974;0;14;1
55;Master;relationship;45903;1;2763;66;0;6;1
34;Graduation;Single;81361;0;2820;778;1;26;1
48;PhD;Single;35860;2;2737;49;2;4;2
69;Master;relationship;40442;2;3375;169;1;8;1
56;Graduation;relationship;61482;0;2698;299;0;11;1
41;Graduation;relationship;34968;1;2964;221;0;10;1
34;Graduation;relationship;75794;0;2883;1682;1;24;1
59;PhD;relationship;31497;1;3443;155;0;8;2
66;Graduation;relationship;74268;0;3196;892;0;12;1
33;Bachelor;relationship;13724;1;3363;58;1;4;2
56;Master;relationship;45143;1;3003;311;0;12;1
54;PhD;Single;52569;1;2752;95;0;6;2
48;PhD;Single;48432;1;3315;424;1;14;2
61;Master;relationship;17144;2;2830;47;0;7;1
37;Graduation;Single;36108;1;2953;339;1;12;1
50;Graduation;relationship;76445;1;3335;1410;0;20;1
46;PhD;relationship;36663;1;2761;35;0;5;2
56;Master;relationship;53843;1;3063;562;0;16;1
65;Master;relationship;90226;0;3337;2352;1;23;1
66;Master;Single;70638;0;3235;1334;1;19;1
61;Graduation;relationship;44512;2;2999;32;0;4;1
60;Graduation;relationship;27116;2;2842;41;0;5;1
58;PhD;relationship;54072;2;3033;39;0;4;2
44;Graduation;relationship;71855;1;3225;1141;0;21;1
31;Bachelor;Single;51250;1;3152;710;1;19;2
48;Master;relationship;60432;1;2630;401;0;14;1
57;PhD;relationship;65526;1;2568;506;0;16;2
33;Graduation;Single;68655;0;3325;1538;0;20;1
43;Bachelor;relationship;12393;0;3504;57;0;5;2
31;Graduation;Single;64509;0;3012;1722;2;18;1
46;Graduation;Single;33955;1;2990;270;0;11;1
44;Graduation;relationship;31353;2;2878;31;1;4;1
37;Graduation;relationship;55434;1;3111;882;0;21;1
38;Graduation;relationship;28359;1;2941;16;0;3;1
34;Graduation;Single;57100;1;2738;311;0;12;1
56;Graduation;relationship;69139;1;2849;227;0;10;1
65;Master;relationship;52973;1;3383;1152;0;24;1
56;PhD;relationship;51717;1;3009;122;1;7;2
50;Graduation;relationship;18793;1;2906;77;0;6;1
39;Bachelor;relationship;66664;0;3338;1289;0;18;2
62;Graduation;Single;50664;2;3225;561;0;15;1
58;Graduation;relationship;54414;2;3218;211;0;9;1
69;PhD;relationship;54549;1;2814;233;0;10;2
50;PhD;Single;47111;1;3385;1092;0;15;2
58;PhD;Single;41003;0;3165;601;0;16;2
39;Graduation;relationship;19444;1;2823;54;1;7;1
45;Bachelor;relationship;36301;1;2943;78;0;6;2
74;PhD;relationship;73059;1;2998;1095;0;25;2
52;PhD;relationship;42731;1;2947;244;0;10;2
62;PhD;relationship;52854;2;2793;116;0;7;2
43;Graduation;relationship;22775;1;3071;15;0;3;1
73;PhD;relationship;46681;2;3019;425;0;14;2
66;PhD;relationship;59821;1;2903;734;0;20;2
67;Graduation;Single;50002;1;3073;638;0;17;1
76;Graduation;relationship;69755;0;3200;894;0;21;1
52;Graduation;relationship;44078;2;2706;41;0;5;1
45;Master;relationship;30560;1;3063;31;0;4;1
52;Master;relationship;35924;2;2794;34;0;4;1
57;PhD;Single;64140;2;2975;1750;4;13;2
40;Graduation;relationship;56386;2;3306;612;0;17;1
42;Bachelor;relationship;24594;1;2956;29;0;4;2
40;Bachelor;relationship;75774;1;2840;823;0;20;2
61;Master;Single;39228;0;2963;20;0;3;1
47;Master;relationship;58494;1;2895;396;0;14;1
40;Graduation;Single;58684;0;2709;813;1;20;1
54;Graduation;Single;57136;0;3103;1179;1;19;1
71;PhD;Single;56551;2;2690;138;0;7;2
39;Graduation;relationship;22448;1;2819;55;0;6;1
60;Graduation;Single;82014;0;3374;1511;1;21;1
58;Graduation;Single;34213;2;3416;117;1;6;1
44;Graduation;relationship;157146;0;3122;1730;0;28;1
74;PhD;Single;25358;1;3038;32;0;4;2
43;Master;Single;35544;1;2661;67;0;5;1
67;Master;relationship;36634;1;3093;335;0;12;1
67;PhD;relationship;62670;1;2843;825;0;21;2
49;Bachelor;relationship;50334;1;3036;694;0;17;2
40;Graduation;Single;72066;0;2702;1792;3;16;1
63;PhD;Single;50729;2;3205;496;0;15;2
53;Graduation;relationship;34916;2;3106;231;0;9;1
45;Graduation;Single;64892;1;2727;902;0;22;1
55;Graduation;Single;43602;2;2602;68;0;6;1
32;PhD;Single;33996;0;2928;71;0;5;2
36;Bachelor;Single;41473;1;3071;76;0;5;2
54;PhD;relationship;63246;2;3009;772;0;21;2
62;PhD;relationship;36732;2;2878;47;0;6;2
51;PhD;relationship;69084;1;2918;1586;0;23;2
54;PhD;relationship;77766;1;3188;1529;2;32;2
36;PhD;Single;37929;0;3030;265;3;11;2
70;Graduation;relationship;86610;0;3112;1603;0;17;1
35;Master;relationship;80141;0;2936;2091;2;21;1
66;Bachelor;relationship;72635;0;3176;981;1;20;2
51;Graduation;relationship;69016;1;3280;1533;0;30;1
30;Bachelor;relationship;20193;0;3274;82;0;6;2
46;Graduation;relationship;27573;1;3157;244;0;10;1
42;Bachelor;Single;15862;1;3063;36;0;4;2
45;PhD;relationship;49544;1;2905;404;0;14;2
41;Graduation;relationship;33228;1;2853;71;0;5;1
43;Graduation;relationship;70440;0;3019;1572;1;22;1
50;Graduation;relationship;38232;2;2859;122;0;7;1
66;PhD;relationship;22554;2;3536;41;0;6;2
38;PhD;relationship;23536;1;2780;10;0;3;2
69;Graduation;relationship;49413;1;2943;304;0;11;1
52;Graduation;relationship;42231;2;2792;37;0;4;1
41;Master;Single;78789;0;3386;1754;1;15;1
53;Graduation;relationship;56534;1;3037;815;3;21;1
50;Graduation;Single;58350;1;3150;1001;0;23;1
32;Graduation;Single;81217;0;3041;1157;0;21;1
70;Graduation;Single;49090;1;3041;688;0;18;1
34;Master;Single;61787;0;3083;1319;0;18;1
36;PhD;relationship;18169;1;3191;21;0;3;2
40;Bachelor;Single;24336;1;3367;31;0;3;2
31;Graduation;relationship;18222;0;3241;67;0;5;1
69;Graduation;Single;62335;1;3098;708;0;19;1
50;Bachelor;relationship;42033;2;3344;25;0;3;2
38;PhD;relationship;86580;0;3183;746;1;11;2
64;PhD;Single;41437;2;3341;32;0;4;2
70;Master;Single;73705;2;2753;1695;0;23;1
45;Graduation;relationship;61064;1;3363;1080;0;23;1
66;Master;relationship;38452;2;2787;72;0;6;1
32;Graduation;Single;18358;1;2917;57;0;7;1
48;PhD;relationship;55012;1;2796;660;0;19;2
48;Bachelor;relationship;9722;1;3566;103;1;7;2
37;PhD;relationship;38175;1;2975;153;0;8;2
65;Master;relationship;58656;1;3343;1220;1;28;1
56;Graduation;relationship;52117;1;3378;279;0;11;1
43;Graduation;relationship;64813;1;2844;745;0;19;1
48;PhD;relationship;54222;1;2873;264;0;11;2
35;Graduation;relationship;83512;0;2708;2157;5;21;1
62;Master;relationship;77520;1;3001;1526;4;22;1
43;Graduation;relationship;41154;1;2994;69;0;5;1
55;Graduation;relationship;80398;0;3322;1597;1;25;1
29;Bachelor;Single;18746;1;2727;64;0;6;2
37;Graduation;relationship;35196;1;3289;497;0;12;1
65;Graduation;Single;60230;1;3101;1067;0;15;1
44;Graduation;relationship;22108;2;2659;31;0;5;1
47;Graduation;relationship;44392;2;3112;211;0;9;1
45;PhD;relationship;55424;1;3277;877;2;21;2
42;Graduation;relationship;17688;1;3228;11;0;3;1
38;PhD;relationship;92491;0;3236;2034;4;24;2
30;Graduation;Single;90273;0;2893;1991;4;18;1
59;PhD;Single;82571;0;2841;1686;1;24;2
39;PhD;Single;38513;1;2848;324;1;12;2
42;Master;Single;16653;1;2768;69;1;6;1
66;Graduation;relationship;42586;2;3304;252;1;11;1
56;Bachelor;Single;23529;1;3059;54;0;4;2
60;Master;relationship;74881;2;3026;964;0;23;1
70;Graduation;relationship;71107;1;3193;1327;0;26;1
57;PhD;relationship;46910;2;2794;68;0;5;2
62;Graduation;relationship;18690;0;3244;60;0;4;1
66;Graduation;Single;37244;2;3124;55;1;4;1
55;Graduation;relationship;82427;0;2539;1456;1;20;1
63;Bachelor;Single;75342;1;3085;563;0;17;2
67;Graduation;Single;70044;1;3192;1504;0;22;1
54;Graduation;Single;79146;2;2762;564;0;17;1
58;Graduation;relationship;77437;0;2911;1125;1;22;1
62;Graduation;relationship;54984;1;2732;358;1;13;1
50;PhD;relationship;42403;1;2925;42;0;4;2
57;Graduation;relationship;55761;1;2762;184;1;8;1
38;Graduation;relationship;37292;1;3133;460;0;14;1
76;PhD;Single;45576;0;2728;145;1;7;2
74;Graduation;relationship;70321;0;3225;1376;1;24;1
52;PhD;Single;58086;1;3221;792;0;21;2
69;Graduation;relationship;81795;0;3307;1382;0;22;1
74;Bachelor;relationship;28389;0;3282;28;0;3;2
75;Master;relationship;66835;0;2970;1033;0;23;1
52;Graduation;Single;69901;1;3092;882;0;20;1
72;PhD;relationship;80360;0;3179;2231;3;13;2
60;PhD;relationship;63342;1;3317;1101;2;16;2
47;Graduation;relationship;44989;1;3263;369;0;11;1
41;Bachelor;Single;31859;1;2818;48;0;4;2
72;PhD;Single;51569;1;2905;467;2;15;2
50;Graduation;Single;30372;2;3247;44;0;5;1
42;Bachelor;Single;16014;2;3165;38;0;6;2
53;Graduation;relationship;41120;2;3079;81;0;6;1
50;Master;Single;39763;1;3143;167;1;8;1
66;PhD;relationship;38725;2;2598;45;0;5;2
49;Graduation;relationship;77981;1;3095;664;0;18;1
57;Bachelor;relationship;62905;1;2959;622;0;17;2
42;Bachelor;Single;13533;1;2965;48;0;5;2
46;Graduation;relationship;59481;1;2945;461;0;14;1
44;Graduation;relationship;72117;1;3009;1073;0;25;1
35;Bachelor;relationship;21955;1;3051;55;0;6;2
65;Graduation;relationship;67131;1;3156;976;0;23;1
41;PhD;Single;36802;1;2709;20;0;4;2
39;Graduation;relationship;71853;0;3024;1149;0;16;1
60;Bachelor;relationship;28249;0;2710;43;0;5;2
46;Master;relationship;47808;1;2948;224;1;8;1
47;PhD;Single;25509;1;3345;101;1;6;2
75;PhD;relationship;51012;0;3133;209;0;9;2
36;Graduation;Single;70596;0;3476;968;0;20;1
69;PhD;relationship;85431;0;3023;1165;0;16;2
54;Graduation;relationship;42664;1;2799;24;0;4;1
66;Graduation;relationship;42586;2;3304;252;1;11;1
36;Graduation;Single;29760;1;3365;165;0;8;1
44;PhD;relationship;28973;0;3320;269;0;11;2
48;PhD;relationship;39435;1;3082;102;0;6;2
37;Bachelor;relationship;65370;0;3233;461;0;18;2
42;Bachelor;Single;20194;1;3255;47;0;5;2
45;PhD;Single;42473;2;2828;144;0;7;2
53;Graduation;relationship;64590;0;3319;1338;0;23;1
62;Graduation;relationship;71232;1;2909;917;0;23;1
50;Graduation;relationship;34600;2;3240;318;1;12;1
54;Graduation;Single;46904;2;3536;253;0;10;1
48;Graduation;relationship;49094;1;3342;502;0;15;1
38;Graduation;relationship;36075;1;2986;119;0;6;1
42;Bachelor;relationship;60839;2;3366;1250;0;16;2
42;Graduation;relationship;77298;1;3199;969;0;23;1
71;Graduation;relationship;34026;2;3113;76;0;6;1
58;PhD;Single;48918;2;2538;62;0;5;2
59;Bachelor;relationship;82122;0;3014;1382;1;25;2
45;Graduation;Single;37697;1;2693;84;0;6;1
69;Graduation;relationship;34074;2;3047;255;1;9;1
61;Master;relationship;28520;2;3076;43;0;4;1
66;Graduation;Single;62535;1;3172;398;0;13;1
44;Master;Single;36273;1;2770;76;0;6;1
57;Graduation;relationship;63404;2;2719;902;1;13;1
40;Bachelor;relationship;75774;1;2840;823;0;20;2
45;Graduation;relationship;78416;1;2698;1179;0;24;1
47;Graduation;relationship;75702;1;3319;1921;1;28;1
70;Master;relationship;59385;2;3123;185;0;8;1
55;Graduation;Single;37070;2;3162;433;1;14;1
70;Graduation;relationship;44689;2;2602;34;1;4;1
63;Graduation;relationship;53977;1;3023;907;0;22;1
55;PhD;Single;7144;2;3048;416;0;25;2
57;Graduation;Single;18701;2;3145;44;0;6;1
65;Graduation;relationship;90369;0;2758;1588;1;16;1
47;PhD;Single;63159;0;3475;1797;1;16;2
55;Graduation;relationship;37758;2;3506;40;0;4;1
58;PhD;Single;46757;1;3286;1143;0;15;2
52;Master;relationship;79734;0;2697;914;1;13;1
29;Graduation;relationship;63207;0;3221;1502;1;11;1
67;Graduation;Single;72071;1;3196;1338;0;17;1
38;PhD;relationship;21840;1;3039;27;0;4;2
39;Bachelor;relationship;58582;1;2970;763;1;20;2
70;Graduation;Single;72282;0;3041;1331;1;21;1
65;Graduation;relationship;50387;2;2998;525;0;16;1
60;PhD;relationship;32583;2;2710;9;0;3;2
59;Graduation;relationship;62568;1;2691;953;1;13;1
50;Master;Single;44635;2;2927;68;0;5;1
50;Master;Single;33316;2;3141;131;0;7;1
53;Graduation;relationship;63967;1;2990;882;0;20;1
43;Bachelor;relationship;52513;0;3507;1149;0;23;2
52;Graduation;relationship;25293;1;2983;37;0;4;1
56;PhD;Single;54111;1;3004;388;0;13;2
35;Graduation;relationship;78394;0;3195;1428;1;15;1
63;Master;relationship;80739;0;3098;1633;0;23;1
46;Master;relationship;22669;1;3099;173;1;7;1
34;Graduation;Single;29236;1;3019;99;0;7;1
62;Graduation;relationship;44911;1;3167;215;0;9;1
59;PhD;relationship;54693;1;3193;929;0;23;2
47;Graduation;relationship;48186;1;2797;219;0;9;1
44;Graduation;relationship;54809;2;2928;174;1;8;1
43;Graduation;relationship;41580;2;3321;92;0;6;1
51;PhD;relationship;80336;0;2989;1052;0;24;2
64;Graduation;relationship;47743;1;3160;275;1;11;1
66;Bachelor;relationship;62972;1;3539;587;0;14;2
67;PhD;Single;57333;1;3341;1662;1;22;2
39;PhD;relationship;32313;1;2935;159;0;8;2
68;Master;Single;84953;0;3176;1024;4;17;1
53;Master;Single;27071;1;2763;35;0;5;1
64;Master;relationship;68148;0;2998;1042;0;14;1
56;Master;relationship;65735;2;3048;395;0;14;1
46;PhD;relationship;86836;0;3263;557;4;22;2
58;PhD;relationship;4023;2;2702;9;0;0;2
31;Graduation;relationship;30093;0;3022;69;0;5;1
55;PhD;relationship;57705;1;2571;486;0;15;2
33;Graduation;Single;25008;1;2843;34;0;4;1
26;Bachelor;Single;83257;0;3345;1365;3;27;2
46;Graduation;relationship;22280;1;3102;13;0;3;1
43;PhD;relationship;72159;0;3304;1401;0;20;2
60;Graduation;relationship;64260;0;2936;1574;1;13;1
37;PhD;Single;82733;0;2959;1323;1;19;2
50;Master;Single;74290;1;2899;1217;2;28;1
70;Master;Single;58217;3;3285;103;0;6;1
45;Master;relationship;21024;0;3144;84;0;6;1
49;PhD;relationship;70116;0;3215;1536;0;22;2
36;Graduation;relationship;54006;1;3345;581;0;16;1
55;PhD;relationship;69063;1;3414;928;0;13;2
46;Bachelor;Single;11448;0;2892;14;0;3;2
42;Graduation;Single;61825;1;3052;424;0;14;1
50;Graduation;relationship;70886;1;2954;960;0;13;1
39;Graduation;relationship;69109;0;3352;1555;2;19;1
48;Graduation;Single;60208;2;3415;656;2;18;1
53;Master;relationship;32889;2;3081;55;0;6;1
37;Graduation;Single;34738;1;2567;20;0;4;1
50;Master;relationship;30538;1;3597;367;0;13;1
44;Bachelor;relationship;82326;0;2600;2257;4;21;2
54;PhD;Single;26642;1;2873;42;0;5;2
57;Graduation;Single;69932;1;2901;1049;0;24;1
49;Graduation;Single;44503;2;2770;48;0;5;1
73;PhD;Single;60200;1;3209;685;0;19;2
69;Graduation;Single;49638;1;2767;39;0;4;1
34;Bachelor;Single;23830;0;2693;43;0;4;2
62;Master;Single;33051;0;3378;835;1;18;1
63;Graduation;relationship;72905;0;2855;1515;1;19;1
70;PhD;relationship;69702;1;3191;1039;0;24;2
46;Graduation;Single;70300;1;3045;1596;0;23;1
37;PhD;relationship;70643;0;3318;1828;1;17;2
52;PhD;relationship;30396;1;2756;34;2;4;2
53;PhD;Single;50616;1;2768;149;0;8;2
52;Master;Single;62772;1;3102;946;1;22;1
36;PhD;Single;30298;0;2737;28;0;5;2
37;Graduation;Single;52413;1;3536;450;0;15;1
64;PhD;relationship;44155;2;2857;46;0;4;2
50;PhD;Single;86979;0;3049;1702;2;15;2
46;Graduation;relationship;76532;2;2989;820;0;21;1
39;Graduation;relationship;42081;1;3184;382;1;13;1
33;PhD;relationship;67546;0;3363;2126;0;19;2
32;Master;relationship;88420;0;2840;2069;3;19;1
36;Graduation;relationship;31158;1;3214;72;0;5;1
53;Graduation;Single;61671;1;2811;732;2;20;1
47;Graduation;Single;69719;0;2730;801;0;10;1
72;Graduation;Single;49160;1;2948;236;0;10;1
43;Bachelor;relationship;24882;1;3354;80;1;4;2
67;PhD;Single;90933;0;2786;1685;1;14;2
76;PhD;Single;113734;0;2728;277;0;27;2
71;PhD;relationship;59292;1;3077;507;0;16;2
57;PhD;relationship;45759;2;3187;68;0;5;2
38;Graduation;Single;22148;0;2773;49;0;4;1
34;Master;relationship;73395;0;2799;397;0;14;1
50;Graduation;Single;29819;1;2944;39;0;6;1
53;Graduation;relationship;45688;1;2851;306;1;12;1
67;Graduation;relationship;62820;0;2932;976;0;13;1
50;PhD;relationship;60491;1;3081;1028;0;24;2
35;Graduation;relationship;33235;1;2754;70;0;6;1
62;Graduation;relationship;35701;0;3163;46;0;4;1
41;Master;relationship;31535;1;2972;51;1;4;1
61;Bachelor;relationship;92556;0;2766;1263;0;21;2
51;Graduation;Single;67384;1;3322;1490;1;20;1
50;Master;relationship;80573;0;3319;1564;0;23;1
54;Graduation;relationship;77870;1;3372;1815;3;15;1
58;PhD;Single;52278;1;3216;1198;0;25;2
53;Graduation;Single;57107;1;3370;416;3;16;1
31;Graduation;relationship;18929;0;3194;85;0;5;1
40;PhD;Single;36038;1;3090;47;0;6;2
45;Graduation;Single;20180;0;3190;137;0;7;1
56;PhD;relationship;34230;2;3246;21;0;3;2
44;Bachelor;Single;31878;1;2703;70;0;5;2
49;Bachelor;relationship;70932;1;2857;909;0;20;2
65;Graduation;Single;91249;0;3313;1676;5;22;1
78;Master;Single;77598;0;3231;1735;1;25;1
62;Graduation;Single;80982;2;3028;1191;0;27;1
44;Master;relationship;22701;1;3112;24;0;4;1
52;PhD;relationship;55212;1;3279;1182;2;17;2
51;Graduation;relationship;70617;0;3067;1280;0;13;1
64;Graduation;Single;64849;0;3289;1336;1;18;1
56;Master;relationship;62694;2;3073;749;0;19;1
47;PhD;relationship;61917;2;2917;91;0;6;2
74;PhD;relationship;67472;1;2970;414;0;13;2
39;Master;relationship;21059;1;2694;44;0;6;1
53;Master;relationship;29543;2;2872;63;0;6;1
70;Graduation;relationship;75903;1;3025;901;0;21;1
46;Bachelor;relationship;34984;2;3446;38;0;4;2
65;PhD;Single;54998;1;2965;455;1;15;2
72;PhD;Single;54356;1;3283;775;1;21;2
62;Master;relationship;34242;1;2794;15;0;3;1
48;Graduation;relationship;25410;1;2998;38;0;5;1
37;PhD;relationship;73356;0;2723;1512;4;21;2
71;Graduation;relationship;28320;1;3227;43;0;4;1
44;Graduation;Single;23763;1;3417;42;0;4;1
37;Graduation;relationship;72570;0;2761;1089;0;22;1
45;Master;relationship;34529;1;3349;162;0;7;1
70;Graduation;Single;70792;0;3088;1272;0;17;1
39;Graduation;relationship;63211;0;3565;1173;1;18;1
47;Master;relationship;83891;1;2705;816;0;21;1
53;Graduation;Single;36065;2;3151;74;0;6;1
67;Graduation;relationship;39898;1;2905;134;0;7;1
81;PhD;Single;51141;0;3022;157;0;8;2
45;Graduation;relationship;56939;1;2980;561;0;16;1
70;Graduation;Single;80872;0;2537;1336;0;18;1
45;PhD;relationship;72335;0;3381;2092;1;22;2
57;PhD;Single;61798;0;2914;463;0;15;2
71;PhD;Single;76842;0;2812;1130;0;16;2
45;Graduation;relationship;29478;1;2859;20;0;4;1
65;Graduation;Single;46998;1;3311;377;1;13;1
31;Graduation;Single;96843;0;3128;1544;2;27;1
71;PhD;Single;56551;2;2690;138;0;7;2
56;Master;relationship;70053;1;3175;1012;0;23;1
59;PhD;Single;71670;0;2991;1766;4;14;2
43;Graduation;relationship;44359;2;2708;45;0;6;1
69;Graduation;Single;40887;2;3085;161;1;7;1
55;Graduation;Single;48877;1;2755;144;0;7;1
74;Graduation;relationship;74485;0;3005;1734;0;25;1
49;Graduation;relationship;64474;1;2946;823;0;20;1
58;Graduation;relationship;77226;1;2817;1138;0;26;1
72;Graduation;Single;72643;0;3183;1429;2;20;1
43;Master;relationship;85738;0;2853;1371;2;20;1
55;Graduation;Single;55686;1;3196;982;1;14;1
38;Graduation;Single;39062;1;2792;44;1;4;1
50;Graduation;relationship;34600;2;3240;318;1;12;1
46;Graduation;relationship;40794;1;3056;434;0;14;1
50;Bachelor;relationship;54690;2;3049;198;0;9;2
52;Graduation;relationship;4428;1;3111;359;0;25;1
58;Bachelor;relationship;32632;0;3568;576;0;16;2
53;PhD;Single;38236;2;2978;88;0;7;2
42;Graduation;relationship;36781;1;2599;63;1;5;1
37;Master;Single;31385;1;3474;27;2;3;1
37;Graduation;relationship;24570;1;3183;193;0;8;1
47;PhD;Single;25509;1;3345;101;1;6;2
70;Graduation;relationship;94642;0;2540;2211;2;21;1
59;Master;relationship;58646;1;2962;140;0;7;1
46;Graduation;Single;53201;2;2905;415;0;14;1
64;Graduation;relationship;21994;1;3248;22;0;3;1
43;Graduation;relationship;57113;2;3088;263;0;10;1
30;Graduation;relationship;51373;0;3068;393;0;11;1
35;Graduation;relationship;23477;1;2947;147;0;7;1
65;Graduation;relationship;58116;1;2773;443;0;14;1
58;PhD;Single;72968;0;2891;1958;2;18;2
50;Master;relationship;39791;1;3154;174;0;8;1
74;Master;Single;91712;0;2951;2217;2;27;1
63;Graduation;Single;94472;1;2813;1691;2;15;1
61;Graduation;relationship;13672;2;3134;25;0;4;1
41;Bachelor;relationship;96547;0;2733;809;4;21;2
46;Graduation;relationship;79205;0;3365;895;2;15;1
46;PhD;relationship;56559;1;3247;484;0;15;2
48;PhD;relationship;32644;1;3225;413;1;14;2
41;Bachelor;Single;67506;1;2844;331;0;11;2
51;Graduation;Single;24206;1;3026;25;0;4;1
54;PhD;Single;28420;1;2883;13;0;3;2
51;Graduation;relationship;22979;1;3446;115;1;7;1
55;Graduation;Single;33279;0;2536;16;0;3;1
49;Master;Single;46423;2;2980;92;0;6;1
44;Graduation;relationship;30368;1;3049;52;0;5;1
51;Graduation;relationship;63684;1;3276;1464;0;20;1
57;Graduation;Single;41638;1;3197;441;1;13;1
62;PhD;Single;68805;1;2981;283;0;11;2
55;PhD;relationship;65814;1;2842;747;0;20;2
63;Graduation;Single;71964;0;3101;1870;0;16;1
35;Graduation;Single;39146;1;3196;165;0;8;1
44;Graduation;relationship;96876;0;3082;1941;4;23;1
40;Bachelor;relationship;34445;0;3214;839;0;21;2
63;Graduation;Single;68281;0;3417;1655;1;24;1
46;Bachelor;relationship;37284;2;3153;23;0;3;2
38;Graduation;relationship;36790;0;3238;66;1;5;1
54;Graduation;relationship;27943;2;3136;37;0;5;1
70;Graduation;Single;22263;2;2787;21;0;4;1
49;Graduation;relationship;30261;3;3338;22;0;3;1
43;Graduation;relationship;28587;1;2540;78;0;6;1
39;Master;relationship;43815;1;3117;79;0;5;1
65;Graduation;relationship;48195;2;2855;265;0;11;1
69;Master;relationship;77027;1;2754;1175;0;17;1
56;PhD;relationship;71322;1;3194;1305;0;26;2
42;Master;relationship;32765;1;2822;46;0;6;1
56;Graduation;relationship;29672;2;2904;25;0;3;1
68;Graduation;Single;23272;0;2951;46;0;4;1
72;Master;relationship;49912;1;3416;874;2;22;1
36;Bachelor;relationship;7500;1;3599;100;0;6;2
74;PhD;Single;68117;1;2965;930;2;23;2
66;Graduation;relationship;67225;1;2911;868;0;20;1
45;Graduation;relationship;17649;1;2896;45;0;6;1
46;Graduation;relationship;55914;1;3122;1260;0;25;1
37;Graduation;relationship;40059;1;2970;414;1;11;1
71;Graduation;relationship;60905;1;3109;392;0;13;1
44;Graduation;relationship;75330;2;3506;1109;0;25;1
70;Graduation;Single;60689;1;3235;639;0;18;1
37;Graduation;relationship;38680;1;3154;79;0;5;1
39;Graduation;relationship;61416;0;3027;1665;1;23;1
30;Graduation;Single;49767;0;3205;692;0;17;1
51;Graduation;Single;83273;3;3338;1392;0;19;1
40;Graduation;relationship;29009;1;2908;44;0;5;1
42;Master;relationship;45057;1;3229;50;0;5;1
50;Graduation;relationship;37150;1;3293;467;0;13;1
51;Graduation;Single;43020;1;2907;223;0;9;1
62;Graduation;relationship;53154;1;2627;158;0;8;1
48;Graduation;relationship;65308;0;2928;1211;2;27;1
51;Graduation;Single;76467;1;3377;1575;1;12;1
74;Bachelor;relationship;81044;0;2880;1208;0;21;2
70;Graduation;relationship;32871;2;2995;43;0;4;1
46;Graduation;Single;55801;2;2976;527;1;15;1
62;Graduation;Single;76320;1;2703;932;0;13;1
66;Master;Single;36927;2;2839;71;0;6;1
68;Graduation;relationship;48794;2;2699;54;0;4;1
56;Graduation;Single;23478;0;3163;129;0;6;1
48;Graduation;Single;71128;1;3445;1615;0;24;1
45;PhD;Single;70179;1;3039;1034;0;23;2
71;Graduation;relationship;59462;1;3120;1088;0;23;1
52;Master;relationship;52247.25135;2;3103;721;0;18;1
52;Graduation;relationship;38361;1;2880;137;0;7;1
40;PhD;Single;52247.25135;1;3090;47;0;6;2
39;PhD;relationship;70038;0;2943;1244;0;16;2
43;Graduation;relationship;42554;2;2906;41;0;5;1
47;Graduation;relationship;67445;1;3264;1174;0;27;1
70;Graduation;Single;67046;1;3089;993;0;13;1
73;Graduation;relationship;42192;0;3081;100;0;6;1
69;PhD;relationship;77610;1;3304;1680;0;15;2
37;Graduation;relationship;31761;1;2752;98;0;7;1
42;Graduation;relationship;34350;1;2949;48;0;4;1
72;Graduation;relationship;54591;1;3113;519;0;16;1
65;Graduation;relationship;71866;1;2882;715;0;19;1
52;Graduation;relationship;25293;1;2983;37;0;4;1
34;PhD;Single;42000;0;2967;653;1;18;2
38;Graduation;relationship;69520;0;3053;1455;0;20;1
51;Graduation;Single;64713;1;2693;602;1;17;1
44;Master;relationship;27889;1;3114;26;0;4;1
61;Bachelor;Single;22123;0;2790;102;0;6;2
50;Graduation;relationship;52247.25135;2;3179;97;0;6;1
67;Master;relationship;52247.25135;1;3067;207;0;9;1
48;Graduation;relationship;27803;1;3368;176;0;7;1
66;Graduation;Single;52247.25135;1;2950;450;0;12;1
61;Graduation;relationship;51651;1;3414;433;0;13;1
33;Graduation;relationship;68487;0;3228;1366;0;29;1
78;Master;Single;52247.25135;0;2938;1564;2;21;1
52;Graduation;relationship;56796;1;3194;1001;0;24;1
29;Bachelor;relationship;87000;0;3257;961;0;17;2
62;Graduation;relationship;79823;1;2786;1518;1;22;1
41;Graduation;Single;30828;1;3141;56;0;6;1
50;Master;relationship;34109;1;3079;22;0;3;1
47;Master;Single;53367;2;2998;400;1;14;1
52;Bachelor;relationship;22390;0;2947;26;0;3;2
45;Graduation;relationship;71322;1;2840;350;0;12;1
28;Graduation;Single;79244;0;3253;1216;3;21;1
72;Master;relationship;49912;1;3416;874;2;22;1
71;PhD;relationship;48699;2;3100;40;0;4;2
46;Graduation;relationship;80144;0;2968;1367;0;18;1
65;Graduation;Single;54252;2;3093;264;0;10;1
45;Master;relationship;81929;1;3334;2053;3;18;1
46;Graduation;relationship;76068;1;3273;1376;2;9;1
45;Master;relationship;53204;2;2797;45;0;4;1
72;PhD;relationship;67911;1;2734;976;0;24;2
